"","relative_coverage","vaccine_efficacy","total_infections","age0","age1","age5","age10","age15","age20","age25","age30","age35","age40","age45","age50","age55","age60","age65","age70","age75","infection_per_million"
"5121",85,55,52780771.6528715,607444.23504509,1867247.24377163,3878521.36271824,5021415.41051366,5859861.85677658,4583603.68470846,4262757.67427842,4142065.03106876,3956254.18891367,3732820.3784804,3646869.15652395,3110293.6691153,2639035.97172801,2175216.80545211,1331081.81405903,716204.600331362,1250078.56938687,52.7807716528715
"5122",86,55,52327960.445825,603328.446347071,1852422.82423081,3891735.64629455,5044666.95875546,5883262.0919289,4589518.30485909,4256588.98831893,4136204.29596706,3951440.22188183,3728237.80722158,3638887.05023566,2993455.35146431,2525674.11771105,2078493.69825083,1275136.46360297,684378.896016756,1194529.28273818,52.327960445825
"5123",87,55,51383195.8309902,591949.106311295,1810718.17294409,3767870.96153119,4872161.73907642,5695702.14362872,4471194.65857841,4196260.49657055,4077033.72828777,3893349.58783797,3671650.19552167,3587643.55521064,2974030.46486097,2517416.62105471,2074857.66718465,1285655.09666756,690495.790450875,1205205.84527273,51.3831958309902
"5124",88,55,46575709.2924251,533344.965973421,1619180.24416921,3470468.39120101,4552501.55504858,5313481.64148623,4104284.35427313,3773729.5287321,3666903.71315558,3505462.68631676,3310025.60860817,3227454.4140594,2634722.43433994,2215286.89120409,1821610.7889053,1143583.36464938,613264.341096716,1070404.36920614,46.5757092924251
"5125",89,55,45675562.5820351,523700.441439992,1593977.79819144,3393883.89472106,4419371.81203632,5145668.12561292,4006215.18016348,3737774.84338991,3632600.34735831,3470739.44318907,3274337.24354356,3193782.8731273,2584977.14516899,2174808.07087339,1788776.29024896,1107299.87217482,592859.642615236,1034789.55818034,45.6755625820351
"5126",90,55,43134657.6305888,496643.413203245,1488009.58516431,3148932.11384102,4127623.60663599,4875293.79089476,3793802.18966764,3545112.44111872,3443377.26709814,3288198.66661233,3101438.14429914,3025362.84292827,2472309.11700112,2079896.650238,1709097.79939565,1029135.84461077,550161.274203666,960262.883676013,43.1346576305888
"5127",91,55,40546209.2182283,470815.596425968,1413913.35333138,3018094.60083481,3958199.0698264,4632990.63099214,3589138.43533802,3286555.99079984,3192490.46760595,3050808.58129849,2880319.97802009,2808311.63445239,2312585.24092785,1943332.71489592,1595835.81998393,968509.499382909,518793.946475444,905513.657636773,40.5462092182283
"5128",92,55,41552298.8530922,478658.899919777,1431231.06049319,3100135.49402034,4082479.82418329,4795373.7140882,3705418.00774248,3382973.53048668,3285332.44942947,3140653.84736962,2965902.90513619,2890407.20523041,2307444.25128486,1934165.25471625,1588956.09468699,997216.966247936,533961.648529591,931987.699526898,41.5522988530922
"5129",93,55,38484054.5952013,445958.961247313,1323814.91669573,2823103.86645411,3700375.04626943,4371415.06364569,3412504.98469725,3162358.1937772,3070314.16502203,2932209.54598054,2766183.07072273,2698509.01405342,2177664.73812597,1829822.79739037,1503761.30153623,918220.936469581,490940.447415118,856897.54569857,38.4840545952013
"5130",94,55,40493489.4987656,463375.848184884,1370155.11236951,2950641.70015969,3880884.92211576,4587282.94611305,3571991.99325312,3350044.27084436,3253615.75046721,3107723.36079717,2930849.7662071,2856425.88738678,2261761.59283459,1895454.67059895,1558488.38464869,995591.776629256,531503.799888027,927697.716267467,40.4934894987656
"5131",95,55,38859124.1302091,446290.365296629,1319562.47233574,2830573.23497898,3719373.62646972,4399811.91714485,3434444.85634906,3211574.594694,3118150.66643104,2977450.41459105,2807988.01199646,2739004.6926545,2203122.74270301,1850559.97326188,1520337.81635206,925114.153396016,493827.653186512,861936.938367579,38.8591241302091
"5132",96,55,34585428.6972369,400637.404285596,1184893.83192026,2533551.02377107,3332097.55569549,3913965.14360896,3048581.58059248,2849583.1317156,2767803.18822329,2643613.89962649,2493664.99711701,2431280.3290877,1953066.58190589,1639791.87232668,1347617.28091837,828982.08265574,443028.251746517,773270.542039725,34.5854286972369
"5133",97,55,38843489.2526971,449585.005724618,1321452.04228553,2872825.23651828,3793431.07138736,4462552.39042794,3464577.97405475,3175475.25322428,3083085.01374611,2946263.48655001,2781583.79093309,2711181.39218401,2179254.50560426,1826863.85834782,1499965.37374287,922172.020211828,492901.109385053,860319.728369299,38.8434892526971
"5134",98,55,32474627.0344873,375397.6462503,1091384.38805895,2368904.58802081,3137852.27896531,3745916.31539699,2906733.9985494,2667247.63236264,2587371.69001266,2471174.27488307,2332791.73849711,2274728.87158667,1844771.93032325,1545988.00678999,1267376.93740081,753118.310105951,402076.309310204,701792.117973203,32.4746270344873
"5135",99,55,33722713.2705287,385439.319843439,1117291.27311644,2434744.87267685,3225923.19639693,3856721.66103364,3003234.23781238,2794066.33554939,2709686.59668168,2587305.5614348,2441447.96009399,2382920.47429571,1916652.20993547,1607064.31202781,1318624.04669433,787995.623259902,420189.066167297,733406.523508631,33.7227132705287
"4451",0,56,154534148.699365,1840101.59927462,7395774.22426083,12626614.2287941,14559339.1537863,15126979.7547701,12336767.6225735,11768147.3772671,11490960.8972471,10974728.9016742,10335405.1234776,10192531.2817864,9416354.45988471,8284820.11347769,6938725.70268573,4463552.88038657,2470784.43852347,4312560.93949449,154.534148699365
"4452",1,56,152314174.06618,1803593.21095154,7232950.60575607,12392843.6444228,14325571.2630083,14900062.7715554,12120965.1746611,11559167.8627759,11290215.6782037,10784242.8841316,10156510.6404381,10009199.2793567,9327210.65504081,8207185.22219948,6874970.94682583,4491997.37811973,2490505.07504799,4346981.77368458,152.31417406618
"4453",2,56,154992953.418646,1845613.59383317,7385470.23772805,12507325.1039115,14409850.8710411,14994703.7993904,12288276.2070734,11820380.0147349,11539572.5223331,11018648.6362887,10374547.1479893,10240016.7129546,9519968.95180239,8398049.79901952,7043089.96963643,4599376.14329369,2552636.45399148,4455427.25362407,154.992953418646
"4454",3,56,150851164.979008,1794943.45943875,7166369.79154034,12328533.0277155,14272951.1902152,14861559.2732911,12078900.1167128,11452352.6316957,11184985.9913653,10684399.4984298,10063731.9008285,9914507.72752205,9181846.98424736,8067386.40050901,6753358.29656176,4381861.39848331,2427123.36034075,4236353.93011029,150.851164979008
"4455",4,56,152009581.890538,1803260.62953531,7184759.65537928,12398671.2257199,14333418.69847,14931220.8143603,12178536.9337421,11555321.2895026,11284197.10483,10778235.5310251,10150990.4993439,10001558.936401,9261284.48767512,8143254.06932698,6818816.85501769,4437391.62835852,2458151.82856201,4290511.70328802,152.009581890538
"4456",5,56,147791811.382203,1764375.46091128,7012153.44093751,12089658.8502013,14037563.7031607,14640271.0198862,11873276.2220963,11227442.7195535,10964922.8397151,10474573.6946137,9867381.61219837,9718731.92290184,8990716.2026263,7891280.33366625,6599504.64386578,4222703.98205507,2337438.58673774,4079816.14707652,147.791811382203
"4457",6,56,147835990.227894,1760739.73508322,6982508.8415521,12024679.1730959,13965856.8466392,14577124.1452435,11833030.201512,11200658.3164476,10939332.3313597,10450393.5875577,9844720.65994449,9696324.03664476,9060746.38250977,7969607.76640019,6671835.2785122,4307284.58845388,2386208.35684765,4164939.98009042,147.835990227894
"4458",7,56,146183334.028,1739245.51554636,6880936.39659245,11935165.5553621,13889625.6987113,14508183.7232622,11746748.6234489,11051367.7173882,10794188.2432266,10313855.7984991,9717922.88639531,9566436.79473185,8899236.67188976,7814499.88551191,6539370.7161423,4278106.51730282,2370653.35223011,4137789.93175905,146.183334028
"4459",8,56,147187150.91237,1753862.01904575,6924984.55504401,11932048.2396338,13873609.8978134,14499166.3990352,11775870.8163672,11269306.702,11005907.512087,10512119.1977679,9898927.24717631,9750271.7468015,8911439.58480079,7819129.47185778,6543897.71970246,4256808.91752758,2352935.71280316,4106865.17290574,147.18715091237
"4460",9,56,142421066.553824,1694227.53902098,6672089.75391132,11647025.7237439,13603952.7877876,14231808.8420497,11487240.9443599,10894654.3389293,10642180.6158822,10166718.3663961,9576347.51132804,9420739.69725943,8605251.86804827,7530856.50472679,6291122.48365961,3961306.41338994,2183833.21750929,3811709.9458217,142.421066553824
"4461",10,56,147027670.124734,1738784.64714908,6828192.18250151,11886444.1876166,13829217.1856024,14490616.9036833,11793082.1277278,11257835.0151285,10990604.8223517,10497758.9979267,9886886.53595376,9741426.62307588,8923745.18838061,7831089.41623722,6554257.63244769,4280492.65028837,2366571.18378834,4130664.82487442,147.027670124734
"4462",11,56,141611425.528957,1683166.18479729,6598326.13549588,11566767.2363903,13539812.1263433,14184837.2033267,11425622.6823052,10800972.4521953,10552337.7569273,10083696.2985246,9499452.4429477,9339265.44287341,8480250.78053162,7412289.69070818,6195470.54432089,4073112.54104504,2249580.06531815,3926465.94490593,141.611425528957
"4463",12,56,142583471.949927,1690170.72498831,6609545.5351525,11557814.2302706,13517974.186172,14177194.3371122,11464791.1970587,10889429.1414449,10633810.6928294,10159288.4287761,9570580.82430135,9420673.01666832,8647141.21868888,7577469.8845961,6336612.78548656,4103230.06515466,2268411.29407528,3959334.38715111,142.583471949927
"4464",13,56,142182960.042936,1694186.8060148,6606422.8390573,11484620.5190203,13441906.2805256,14112535.0490111,11407534.8202232,10818595.0194297,10566608.2148242,10095970.9712917,9510930.26257923,9359197.49481853,8611519.72589819,7547628.95805109,6316656.95083198,4211857.62494773,2329983.91241306,4066804.59399853,142.182960042936
"4465",14,56,142759442.100456,1691732.6022987,6583195.88482608,11461787.6164362,13402161.5827571,14082074.2002214,11428662.6345436,10935798.8435215,10677923.5410119,10198517.3576742,9604981.07502493,9458256.99116044,8750803.17474694,7677962.2229757,6422148.79975322,4127152.28163443,2278805.9109807,3977477.38088894,142.759442100456
"4466",15,56,139000382.989855,1648569.57305221,6398187.05138868,11270384.2454697,13233451.4724284,13914392.0920002,11224436.865117,10636236.716828,10387787.3522009,9924764.84269658,9349756.94197587,9195428.69109252,8402847.70855909,7349144.83567046,6139998.31478661,3947626.07524974,2177213.85205657,3800156.35928264,139.000382989855
"4467",16,56,138314925.156217,1637958.12315649,6345867.02555217,11158409.9945552,13110384.1555208,13794823.3103081,11130348.2953906,10623296.9974305,10375954.6511009,9911476.97683041,9334934.30775061,9180265.61461431,8410398.69045551,7356764.70820102,6144549.96987046,3901413.27452685,2148332.62781693,3749746.43313635,138.314925156217
"4468",17,56,137974607.64779,1635587.46641076,6322897.47000202,11118295.9256457,13068269.9977508,13754630.9974193,11105340.8775503,10599461.8198426,10352056.7572897,9888422.02800229,9313321.83255824,9159992.33743693,8399091.64388522,7348191.04623199,6137707.52178769,3889620.14746466,2142373.87829313,3739345.90021826,137.974607647789
"4469",18,56,137561390.388928,1631068.81120597,6285633.58321526,11098933.1280459,13055178.5882548,13762630.8040717,11114542.3779298,10568331.620429,10318944.7993115,9858027.57024474,9286509.73694276,9135560.02228881,8320848.04032558,7279285.86408286,6082184.72244794,3884020.75896716,2141634.53210285,3738055.42906165,137.561390388928
"4470",19,56,135964287.548158,1609884.37793491,6188091.10972813,10964473.0560453,12917641.6366167,13634641.0894802,11000456.247615,10486761.1637953,10238843.6915734,9780557.90378344,9212832.51506119,9061681.54909641,8219898.84734987,7181132.65023445,5994536.72216616,3771698.87290929,2076604.87838959,3624551.23637911,135.964287548158
"4471",20,56,136250261.978388,1627266.28208898,6241486.04619967,10968809.5815288,12913809.4427329,13626330.8941547,11011942.8379276,10438863.0345457,10194090.0447696,9737381.42781276,9172156.70439067,9018908.03074616,8311816.99478152,7268240.43101065,6068582.17415957,3839729.86382514,2116559.41733404,3694288.77037998,136.250261978388
"4472",21,56,132225947.135994,1562761.58490354,5973018.40287177,10684908.9164714,12656731.2550893,13386598.0073987,10728380.4527111,10155451.8558203,9919674.57174568,9479232.6865114,8931026.23827869,8770982.63409988,7945750.32636171,6924084.9663594,5777186.92336376,3717215.26521053,2044473.9113549,3568469.13744218,132.225947135994
"4473",22,56,130793984.141855,1546143.0114605,5892436.13813726,10591762.4443137,12561504.9231144,13312386.6881511,10659892.3616085,10060364.9598886,9825944.98877706,9390663.46623888,8848097.81439125,8687194.21627394,7773567.27866245,6757973.44753661,5635975.2760335,3686280.85976175,2026572.55408834,3537223.71341729,130.793984141855
"4474",23,56,128737042.549628,1524401.72160668,5795929.30979857,10369433.620976,12329668.5348353,13073446.2987603,10446504.4586352,9907081.07474351,9678110.8570422,9248484.55651236,8713376.29279408,8553236.4552675,7721974.9166025,6722325.55086606,5606594.15489655,3605048.76380894,1982000.06869974,3459425.91378274,128.737042549628
"4475",24,56,130060707.272463,1533135.2916311,5819736.18872692,10499084.0735526,12474177.0022165,13214864.0890197,10582402.0520628,9987330.37463394,9752917.58977136,9320676.23836831,8783661.36986181,8626931.0889932,7827771.43146434,6819864.73570816,5688297.96433239,3637730.3653304,2000467.69700839,3491659.71978112,130.060707272463
"4476",25,56,127048526.906735,1502737.91994672,5683468.48146502,10303480.0162715,12287889.4807171,13042190.7604189,10389447.0350214,9685693.31232712,9460752.502898,9044172.73232349,8526418.59895198,8364335.88544664,7644217.24047088,6648492.28979332,5539991.469586,3555921.82441093,1955735.02674855,3413582.32993732,127.048526906735
"4477",26,56,128449795.730523,1514855.79482021,5715645.55626499,10332973.1843887,12302968.8548669,13071813.4669431,10467052.9756086,9909010.87562711,9675483.09434816,9244948.38175053,8710877.92428576,8554037.4178695,7737295.2183608,6731636.69941482,5609472.16863002,3538472.68194862,1942598.27750041,3390653.15789441,128.449795730523
"4478",27,56,126521777.698929,1501668.94343929,5656541.65836769,10226872.6466878,12187510.8387972,12944698.7678293,10349152.4718718,9734576.32666765,9507216.47143727,9085128.40876977,8561078.59590142,8400732.98191218,7594416.47308431,6597817.55201778,5494546.03712997,3463689.40992928,1899937.68929352,3316192.42579307,126.521777698929
"4479",28,56,125731948.570102,1473610.73414624,5523069.8991962,10075563.5774481,12027248.6490601,12837679.5968483,10276146.8817025,9731851.30608891,9501612.07817422,9077599.29065352,8552554.14993895,8394394.36260138,7614042.34737411,6618322.49152635,5509380.46581809,3402087.21821036,1863752.14430186,3253033.37701255,125.731948570102
"4480",29,56,125609845.83056,1494988.62971352,5593242.6309591,10141273.9192502,12107713.7237055,12911608.1094897,10325134.4912398,9663330.36886917,9434508.95293704,9016669.12503161,8498283.18328851,8339919.73809096,7476222.14553131,6489372.62468603,5405504.53523161,3472599.89143101,1908440.44239954,3331033.31870529,125.60984583056
"4481",30,56,120563790.255074,1420909.94111655,5296001.50146174,9713430.75706569,11672265.2086269,12474545.2782468,9905542.87839319,9303365.33653144,9084324.50090523,8682368.3847454,8184096.18068364,8026451.67496721,7235130.15450369,6272989.95706853,5216750.43955407,3226034.11140478,1766425.91726965,3083158.03252987,120.563790255074
"4482",31,56,118623040.425062,1386048.97278256,5159348.90670343,9559813.183921,11531951.5250268,12321475.3844651,9732927.28527809,9170210.20659362,8956468.60510311,8563210.3359991,8072561.38207835,7912144.72921852,7018357.63817442,6070924.13252643,5050686.8188785,3242457.08183431,1775484.73812139,3098969.49835693,118.623040425062
"4483",32,56,119597046.507396,1406815.96690787,5219305.8549788,9600577.6249575,11556147.8558455,12364760.6302502,9814170.82023543,9161334.84438791,8945115.28068883,8552180.0867948,8064190.28563325,7908965.30211481,7173275.74913396,6225727.60513803,5184808.80140557,3358527.59131134,1843484.47240356,3217657.73520896,119.597046507396
"4484",33,56,116793315.270646,1377411.31952079,5085081.11274215,9397202.59208333,11358298.093206,12183932.5556491,9624881.94606443,9011650.68587997,8801940.16612767,8415621.67958489,7933682.01682529,7770354.91599469,6892141.5684624,5955894.70189416,4953495.88133153,3209281.84181097,1756540.45862032,3065903.73484844,116.793315270646
"4485",34,56,116320750.195565,1368118.01305954,5047581.38404935,9309944.03624198,11251024.5310139,12068730.3450327,9551060.54954896,9023151.4718942,8811534.4180955,8422320.92526606,7938315.56827299,7780392.4192125,6926176.57386368,5993179.88709566,4983848.98558998,3136297.60810669,1715246.0013645,2993827.47785725,116.320750195565
"4486",35,56,116610685.724847,1372587.26265668,5049359.23595066,9345282.31944667,11305118.7789201,12143454.6259082,9607665.65902409,9024479.93207772,8811732.77558794,8423738.61954933,7941090.22612777,7782046.58549176,6911539.73797297,5975058.79641469,4968965.39068191,3177130.58613429,1737960.80154094,3033474.39136136,116.610685724847
"4487",36,56,117137366.347267,1379817.04434221,5060365.4459976,9314568.12198713,11252776.141781,12104098.8047989,9611486.37109545,9119131.58339837,8903909.29896386,8509685.99744386,8018763.34883417,7860372.7713591,6935820.61955056,6001083.90880222,4994522.19946257,3226542.26591162,1764545.86890825,3079876.55463049,117.137366347267
"4488",37,56,110839924.77047,1298921.03468734,4743240.03474093,8942170.6956169,10878933.6092781,11716632.2673569,9214629.64112115,8588727.41451447,8386669.92006821,8020498.23868542,7563334.54793656,7402628.09695543,6451118.94697173,5553696.55417497,4612374.5741994,2986041.59183097,1631919.69626385,2848387.90606786,110.83992477047
"4489",38,56,110397307.015404,1303717.87706776,4749871.95927773,8787516.11297744,10711352.3029584,11560656.8117782,9088960.09485669,8570636.62355344,8370342.02085201,8001691.04931126,7543084.60525442,7385850.46362981,6554842.26714903,5656704.2902625,4698930.3116901,2966851.00317362,1619532.39118867,2826766.83042336,110.397307015404
"4490",39,56,110863047.862251,1299453.17997908,4715741.64630302,8834564.33207359,10761144.0183998,11633784.5581096,9174153.66864082,8595668.61315759,8390258.40164734,8020939.81165223,7563316.44611756,7409652.00294333,6609240.79205927,5708675.56954019,4741834.74887194,2962877.52434451,1617872.65615052,2823869.8922603,110.863047862251
"4491",40,56,108115863.419786,1274534.70314344,4611703.88173075,8637074.53000098,10540740.8710849,11396100.3980675,8965969.11638418,8393636.37179979,8196241.55156664,7835858.7191871,7387575.84686496,7229021.27332637,6377017.76095527,5490065.15136223,4557269.58028661,2890585.69601417,1578070.18582629,2754397.78218505,108.115863419786
"4492",41,56,109447602.431268,1283460.88161446,4636560.02205695,8717306.93339104,10626102.1668287,11503198.6447266,9077710.77098746,8516382.47192892,8311464.62190669,7946833.92822424,7493387.42989353,7341337.12521714,6403351.66671849,5519315.44912944,4587464.17139489,2992575.36380399,1635869.24603954,2855281.53740605,109.447602431268
"4493",42,56,106694083.864327,1252796.12434109,4505642.97923266,8479779.25572388,10378223.5711214,11244972.5972067,8844937.55902392,8306415.5496778,8109325.10680111,7752557.71222623,7309211.60061261,7153782.64065823,6308396.88687781,5433703.93365535,4509886.45569698,2845222.20542908,1551393.67483884,2707836.01120333,106.694083864327
"4494",43,56,107404214.767887,1258242.53055929,4509147.47460631,8485937.31651641,10386712.9283942,11280380.0955421,8891142.17105649,8424872.04669113,8222168.03539247,7859220.44372979,7408227.7463094,7256692.86994754,6304863.80290525,5427650.59063593,4507355.21105633,2876404.67851273,1568136.87091101,2737059.95512094,107.404214767887
"4495",44,56,105497262.754128,1236995.32544002,4423028.89336008,8371642.43491505,10259008.2375932,11160079.797297,8784922.85893789,8205506.0992131,8007305.13395925,7656307.0575364,7220507.75534449,7070027.49936053,6188154.16721943,5327318.66628646,4424007.81840088,2865453.00731084,1565150.5089329,2731847.49302051,105.497262754128
"4496",45,56,101181083.758128,1183092.58985584,4221470.38977381,8045346.76737348,9909803.10460792,10785881.64278,8435174.65956574,7878866.37872079,7689814.61663012,7352957.33355027,6935584.08695106,6785994.91364746,5979798.00919198,5142605.56538063,4263937.20067146,2633354.77304393,1434170.18363901,2503231.54274446,101.181083758128
"4497",46,56,103770333.481701,1219313.32129372,4339395.78736323,8208005.79282366,10090918.83752,10993421.9135164,8627176.59133933,8075475.57423367,7882202.75609971,7536009.23578552,7106466.55975455,6953270.09351215,6142773.13278492,5286279.05347302,4386377.23374107,2774421.30864154,1511180.04156898,2637646.24824913,103.770333481701
"4498",47,56,103973857.840588,1213930.26205942,4298763.77360962,8205391.35525559,10075176.1922981,11023624.7963889,8690603.05893378,8155263.98536696,7955801.18419387,7604796.86165141,7170011.46585456,7018749.46490842,6097475.14831276,5242716.82538123,4349733.90229436,2754260.3603729,1499791.2330964,2617767.97060988,103.973857840588
"4499",48,56,99905608.4456545,1170106.77099685,4147468.20279577,7854861.3849326,9695904.91267139,10542127.5552888,8254261.78082434,7814830.9889321,7629839.31867523,7294428.95209456,6877125.20694761,6727339.68421626,5917631.58588598,5091328.91050577,4224899.20596249,2670231.23191029,1454502.58617789,2538720.16683661,99.9056084456545
"4500",49,56,100730221.050439,1179701.20731315,4153037.45261583,7889865.20146713,9706823.54455532,10629496.5826609,8387976.10678677,7945014.46918896,7751278.44611349,7406537.6359328,6980407.45581602,6832723.27035507,5973105.43471719,5135599.98509584,4257404.45153047,2609026.80489243,1417714.16199205,2474508.83940606,100.730221050439
"4501",50,56,98730571.9074603,1163232.19498422,4093550.42890886,7831148.89754987,9688500.16975429,10570537.7194995,8260601.98654573,7673005.69617309,7489005.86658559,7161554.41488506,6755606.58222129,6604427.72284164,5815172.65103686,4991940.45385885,4136975.99686108,2602940.80121352,1417767.8233742,2474602.50116667,98.7305719074603
"4502",51,56,94687528.0756726,1107437.56714865,3872915.74734642,7417917.56338475,9190046.94993998,10098236.4838191,7909107.01589244,7426534.0937994,7245865.79530267,6926586.92506863,6531405.65405723,6387744.84676911,5587824.86831837,4796384.56140399,3975026.44038814,2493668.82945261,1355283.5908247,2365541.14275638,94.6875280756726
"4503",52,56,93773565.0402358,1099455.68623157,3833934.68929012,7359328.84941819,9140086.78965359,10026372.1232059,7834747.00264855,7416758.55814125,7238420.92001178,6919854.56054803,6522971.57062357,6375777.18496357,5422695.3385113,4639511.11287725,3844211.00954445,2449906.17865522,1329316.26562037,2320217.20029102,93.7735650402358
"4504",53,56,91393828.7115868,1069138.84846933,3704889.74920903,7170089.75860337,8938222.87259283,9880168.76928527,7698693.59389626,7139730.06458067,6963572.60521,6659295.13904753,6283270.14723181,6142456.9160198,5347618.96576397,4581709.49170726,3795210.33742126,2414654.42657311,1313134.2583255,2291972.76764979,91.3938287115868
"4505",54,56,93163281.9745795,1089606.48521203,3767064.59670256,7300614.91697783,9085592.38095572,10027876.4053114,7844414.96992676,7300028.08969555,7119222.83354896,6807037.52028315,6421596.08523077,6279911.84156766,5460872.18245839,4676832.66654628,3873161.02512368,2451519.96436278,1332374.64591884,2325555.36475711,93.1632819745795
"4506",55,56,90129222.6638577,1055973.13000229,3640483.21082171,7042587.96925993,8809868.84786309,9749704.24552766,7578788.12105153,7064647.11596774,6890919.9456089,6588355.6531943,6215545.05276795,6073916.34819268,5322809.16464187,4558112.1758867,3771456.3333494,2315210.38304746,1256945.42634802,2193899.54032644,90.1292226638577
"4507",56,56,89236739.4274195,1041608.49371819,3583182.59029623,6955679.05675117,8699880.51405763,9627790.27173443,7502778.16724612,7064123.47902381,6889786.38018266,6585659.50180815,6210285.44937445,6071089.9538357,5235656.00568786,4476594.4012015,3702496.85630878,2247948.04482462,1217365.09858622,2124815.16278196,89.2367394274195
"4508",57,56,87199035.5692554,1008703.84744406,3454684.78325617,6840540.21301168,8593514.28303797,9491399.72723329,7363829.71355883,6852230.03773337,6684257.90075754,6393600.29178066,6032831.48217802,5890582.64940946,5054571.21230341,4314885.03542833,3569990.56744731,2270493.6961494,1232204.29858709,2150715.82993882,87.1990355692554
"4509",58,56,88709721.1604812,1033499.42135565,3533275.66209642,6908875.4156224,8637040.35420404,9569663.5116155,7477517.62997433,6977951.21962279,6804019.47019293,6505409.00515001,6136892.72105313,5999198.16805434,5200096.070115,4448745.19116835,3682637.3181055,2326793.66143687,1263232.75616846,2204873.58454548,88.7097211604812
"4510",59,56,85011664.5559678,989615.244989637,3365063.98943241,6647002.61572903,8359036.37829921,9261086.82029259,7197653.35549511,6726158.33048416,6559716.85378551,6271260.77925173,5915431.44452341,5776702.36285636,4976419.57701272,4244548.84449624,3505220.32418648,2099956.15148378,1135268.87727135,1981522.60637807,85.0116645559678
"4511",60,56,80780073.4875912,943051.210540991,3200377.59847155,6335613.05262429,7970019.98229106,8825022.25714845,6856921.71022001,6359114.67881297,6200933.47019975,5930481.73598877,5596157.27533111,5465776.97416491,4677487.58791211,3989143.99500595,3297923.6769482,2062252.19035399,1118151.14786443,1951644.9437127,80.7800734875912
"4512",61,56,82384923.4175795,961772.590820208,3247599.59569382,6444526.78014298,8120740.94024771,9056939.38328846,7032230.48749823,6544790.12955259,6379886.58669087,6100204.92175993,5755040.68166445,5619476.35713234,4709347.02175466,4004379.93379411,3307357.30448157,2051047.36532988,1110788.79943609,1938794.53829165,82.3849234175795
"4513",62,56,81012619.5356946,937992.393285185,3156308.95117595,6309488.36209793,7960128.50398366,8877416.69102035,6897008.18933084,6374302.47755776,6212511.48444922,5940602.87986217,5606863.20110505,5475930.66066108,4763778.38010996,4066755.50066874,3359433.3243152,2040365.99237829,1105015.26311258,1928717.28058068,81.0126195356946
"4514",63,56,80862447.3947395,938520.752931386,3147083.39247118,6244286.71088193,7869317.5407377,8782992.96630612,6850269.00192741,6415636.73584543,6253907.98208716,5978564.1382672,5639084.13114018,5508078.22070642,4718272.03148454,4025303.20727169,3328390.02848591,2077306.84527911,1123847.03612867,1961586.67278746,80.8624473947395
"4515",64,56,77947338.4083955,907334.05622041,3038851.68680837,6112186.64375735,7751630.31758948,8623709.58805512,6660549.64788774,6108078.01607374,5955267.19341974,5697002.70378712,5378628.75572423,5247120.44931355,4527265.7681043,3853325.48546059,3180831.89460844,1972094.79792958,1068492.23038958,1864969.17326612,77.9473384083955
"4516",65,56,73868748.8595744,857829.515337004,2843102.97826803,5701235.77617234,7248803.47757986,8176530.99534745,6329004.95809457,5824565.15316752,5673588.29578218,5424757.10269943,5121188.32680456,5001394.18861743,4347466.73311281,3700416.30175226,3052384.69991762,1838048.50658428,993811.708334744,1734620.1420023,73.8687488595744
"4517",66,56,75356191.8059212,874146.078310217,2890510.52751927,5801163.30508603,7359302.63105152,8278771.45938762,6434762.01946176,6001816.67767633,5847944.15076653,5590358.20260892,5274070.17703699,5149053.70903071,4383893.16470862,3729007.48377891,3077518.34588926,1879162.26756232,1014311.1996005,1770400.40644568,75.3561918059212
"4518",67,56,72171149.6748893,835078.476678162,2763226.85595996,5590123.20772038,7105700.03294006,7965363.50708093,6173035.09599249,5718407.61343809,5571986.68772327,5328036.03461406,5028481.89184148,4908408.42611764,4200937.80773211,3574170.00328087,2949669.21973617,1795537.05796469,969974.173470914,1693013.58259801,72.1711496748893
"4519",68,56,73012109.4356675,846045.376753721,2777008.77890854,5634599.53040043,7184099.33159473,8120859.73034463,6285012.98500188,5790689.25864829,5639544.48016174,5392965.6381254,5090969.82726102,4969758.81527956,4210884.1557254,3576951.00209911,2951314.93353905,1828432.9934468,988180.788361247,1724791.81001594,73.0121094356675
"4520",69,56,69775274.9006066,808245.417904422,2647667.59006908,5347130.79642063,6823086.45197537,7716532.8083678,5974570.94019084,5584768.34657889,5439868.57189466,5200343.24792529,4906468.23419175,4789720.41104097,4025000.51459373,3416686.38331185,2818713.2283908,1724601.69094372,929500.437010984,1622369.82979584,69.7752749006066
"4521",70,56,71733763.5354522,832750.196041879,2722413.78478494,5472159.43593745,6971532.73435731,7849082.08408625,6104173.63923851,5686915.24690109,5539879.11145718,5296214.72606656,4997689.86288491,4880903.60312179,4216816.33847319,3594293.79422261,2969755.40820345,1851065.21896526,1000982.37276568,1747135.97794416,71.7337635354522
"4522",71,56,69860889.7948465,810165.915665715,2632370.30650447,5304632.40117335,6764998.49133531,7673620.66301805,5975588.69348635,5604678.47548846,5458216.05637671,5216234.87167449,4919925.46434933,4803640.83562491,4062696.99247852,3453294.2869183,2849865.30599027,1746842.05840506,941246.794674237,1642872.18168298,69.8608897948465
"4523",72,56,69427778.7183084,809716.309695635,2624621.267982,5288270.0305095,6746161.73337133,7667573.72353655,5964367.0598667,5529329.24036647,5382958.97682225,5145237.09001832,4855456.1581401,4742496.12702059,4044143.69866427,3437638.70006655,2836758.69047229,1753332.04433795,946928.57718085,1652789.29025708,69.4277787183084
